"recording","species","x1","x2","subtype","general","temporaldup","id","BAGI"
"s2lam154_231123_2023-11-24_08-20.WAV","Ramphastos toco",1.541333333,3.957333333,"Birds","Biophony","Y",2412,"R"
"s2lam154_231123_2023-11-26_07-00.WAV","Ramphastos toco",7.232,8.826666667,"Birds","Biophony","Y",2675,"R"
"s2lam154_231123_2023-11-25_08-50.WAV","Ramphastos toco",51.84533333,54.38933333,"Birds","Biophony","Y",2489,"R"
"s2lam080_230807_2023-08-08_10-00.WAV","sp4",43.41,44.61,"Birds","Biophony","N",3320,"R"
"s2lam154_231123_2023-11-28_10-40.WAV","Ramphastos toco",57.904,59.584,"Birds","Biophony","N",3093,"R"
"s2lam154_231123_2023-11-28_08-50.WAV","Ramphastos toco",11.70666667,13.30133333,"Birds","Biophony","N",61,"R"
"s2lam150_231122_2023-11-26_17-50.WAV","Ramphastos toco",29.41866667,30.97066667,"Birds","Biophony","N",324,"R"
"s2lam154_231123_2023-11-26_10-40.WAV","Ramphastos toco",42.8,44.48,"Birds","Biophony","Y",2767,"R"
"s2lam150_231122_2023-11-26_13-30.WAV","Ramphastos toco",2.976,4.528,"Birds","Biophony","N",317,"R"
"s2lam079_231117_2023-11-21_18-20.WAV","sp4",3.01,4.39,"Birds","Biophony","N",3405,"R"
"s2lam150_231122_2023-11-27_12-00.WAV","Ramphastos toco",43.22666667,44.77866667,"Birds","Biophony","N",342,"R"
"s2lam154_231123_2023-11-26_09-00.WAV","Ramphastos toco",10.064,12.608,"Birds","Biophony","N",2691,"R"
"s2lam150_231122_2023-11-24_09-00.WAV","Ramphastos toco",34.07466667,35.62666667,"Birds","Biophony","N",216,"R"
"s2lam154_231123_2023-11-26_15-10.WAV","Ramphastos toco",25.58933333,28.00533333,"Birds","Biophony","Y",2786,"R"
"s2lam154_231123_2023-11-25_07-00.WAV","Ramphastos toco",32.096,33.776,"Birds","Biophony","Y",2516,"R"
"s2lam116_231124_2023-11-28_05-10.WAV","Ramphastos toco",45.536,47.088,"Birds","Biophony","N",2298,"R"
"s2lam154_231123_2023-11-27_11-50.WAV","Ramphastos toco",52.85866667,54.53866667,"Birds","Biophony","Y",2956,"R"
"s2lam154_231123_2023-11-27_09-50.WAV","Ramphastos toco",3.717333333,5.269333333,"Birds","Biophony","Y",2926,"R"
"s2lam154_231123_2023-11-25_20-00.WAV","Ramphastos toco",9.552,11.232,"Birds","Biophony","Y",2610,"R"
"s2lam079_231130_2023-12-06_06-20.WAV","sp4",0.59,3.67,"Birds","Biophony","N",3390,"R"
"s2lam154_231123_2023-11-28_06-00.WAV","Ramphastos toco",3.189333333,4.869333333,"Birds","Biophony","Y",3040,"R"
"s2lam154_231123_2023-11-27_03-10.WAV","Ramphastos toco",37.78133333,39.33333333,"Birds","Biophony","N",2855,"R"
"s2lam154_231123_2023-11-24_04-30.WAV","Ramphastos toco",37.73866667,39.41866667,"Birds","Biophony","N",2436,"R"
"s2lam154_231123_2023-11-23_07-40.WAV","Ramphastos toco",24.75733333,26.43733333,"Birds","Biophony","Y",3225,"R"
"s2lam150_231122_2023-11-28_05-00.WAV","Ramphastos toco",1.093333333,2.645333333,"Birds","Biophony","N",394,"R"
"s2lam154_231123_2023-11-24_08-20.WAV","Ramphastos toco",1.802666667,3.482666667,"Birds","Biophony","Y",2413,"R"
"s2lam154_231123_2023-11-24_12-00.WAV","Ramphastos toco",33.21066667,34.89066667,"Birds","Biophony","Y",2394,"R"
"s2lam154_231123_2023-11-23_15-10.WAV","Ramphastos toco",23.86666667,25.46133333,"Birds","Biophony","Y",3163,"R"
"s2lam154_231123_2023-11-25_16-30.WAV","Ramphastos toco",11.81333333,13.408,"Birds","Biophony","Y",2810,"R"
"s2lam162_231209_2023-12-10_05-20.WAV","Ramphastos toco",18.144,20.992,"Birds","Biophony","N",2,"R"
"s2lam154_231123_2023-11-25_05-40.WAV","Ramphastos toco",21.00266667,22.59733333,"Birds","Biophony","Y",2558,"R"
"s2lam154_231123_2023-11-28_06-00.WAV","Ramphastos toco",3.274666667,5.818666667,"Birds","Biophony","Y",3041,"R"
"s2lam154_231123_2023-11-28_10-30.WAV","Ramphastos toco",25.52533333,27.94133333,"Birds","Biophony","Y",3101,"R"
"s2lam154_231123_2023-11-23_09-10.WAV","Ramphastos toco",57.49866667,59.91466667,"Birds","Biophony","N",3242,"R"
"s2lam154_231123_2023-11-24_11-30.WAV","Ramphastos toco",16.17066667,18.71466667,"Birds","Biophony","Y",2384,"R"
"s2lam107_231103_2023-11-06_12-00.WAV","sp4",9.13,10.81,"Birds","Biophony","N",3427,"R"
"s2lam154_231123_2023-11-24_16-30.WAV","Ramphastos toco",48.66666667,50.26133333,"Birds","Biophony","N",2463,"R"
"s2lam154_231123_2023-11-27_08-50.WAV","Ramphastos toco",29.792,32.208,"Birds","Biophony","Y",2898,"R"
"s2lam150_231122_2023-11-24_17-20.WAV","Ramphastos toco",55.152,56.704,"Birds","Biophony","N",219,"R"
"s2lam154_231123_2023-11-23_09-00.WAV","Ramphastos toco",43.104,44.69866667,"Birds","Biophony","Y",3213,"R"
"s2lam154_231123_2023-11-23_13-40.WAV","Ramphastos toco",40.93333333,43.34933333,"Birds","Biophony","Y",3176,"R"
"s2lam116_231124_2023-11-28_13-30.WAV","Ramphastos toco",1.898666667,3.450666667,"Birds","Biophony","N",159,"R"
"s2lam154_231123_2023-11-28_06-50.WAV","Ramphastos toco",34.656,37.072,"Birds","Biophony","Y",3051,"R"
"s2lam150_231122_2023-11-23_16-00.WAV","Ramphastos toco",33.33333333,34.88533333,"Birds","Biophony","N",2315,"R"
"s2lam154_231123_2023-11-27_17-30.WAV","Ramphastos toco",43.22666667,45.77066667,"Birds","Biophony","N",3017,"R"
"s2lam154_231123_2023-11-23_10-40.WAV","Ramphastos toco",4.8,6.48,"Birds","Biophony","N",3196,"R"
"s2lam154_231123_2023-11-23_14-20.WAV","Ramphastos toco",53.11466667,54.79466667,"Birds","Biophony","Y",3171,"R"
"s2lam154_231123_2023-11-26_16-50.WAV","Ramphastos toco",15.30133333,16.98133333,"Birds","Biophony","Y",2883,"R"
"s2lam154_231123_2023-11-24_07-50.WAV","Ramphastos toco",37.68,39.27466667,"Birds","Biophony","N",2377,"R"
"s2lam154_231123_2023-11-27_06-40.WAV","Ramphastos toco",29.82933333,31.38133333,"Birds","Biophony","N",2965,"R"
"s2lam154_231123_2023-11-23_09-10.WAV","Ramphastos toco",46.46933333,48.14933333,"Birds","Biophony","Y",3239,"R"
"s2lam154_231123_2023-11-24_05-30.WAV","Ramphastos toco",10.61333333,13.15733333,"Birds","Biophony","Y",2429,"R"
"s2lam154_231123_2023-11-25_05-10.WAV","Ramphastos toco",46.16533333,47.71733333,"Birds","Biophony","N",419,"R"
"s2lam154_231123_2023-11-26_17-30.WAV","Ramphastos toco",46.66133333,48.256,"Birds","Biophony","Y",2831,"R"
"s2lam154_231123_2023-11-28_05-00.WAV","Ramphastos toco",14.06933333,15.664,"Birds","Biophony","Y",3028,"R"
"s2lam154_231123_2023-11-27_15-10.WAV","Ramphastos toco",45.152,46.832,"Birds","Biophony","Y",3000,"R"
"s2lam154_231123_2023-11-25_06-20.WAV","Ramphastos toco",36.032,37.712,"Birds","Biophony","Y",2483,"R"
"s2lam079_231117_2023-11-21_18-10.WAV","sp4",9.01,10.25,"Birds","Biophony","N",3373,"R"
"s2lam154_231123_2023-11-23_16-40.WAV","Ramphastos toco",5.098666667,7.642666667,"Birds","Biophony","Y",3156,"R"
"s2lam150_231122_2023-11-25_14-20.WAV","Ramphastos toco",56.12266667,57.67466667,"Birds","Biophony","N",255,"R"
"s2lam154_231123_2023-11-25_17-10.WAV","Ramphastos toco",18.73066667,20.41066667,"Birds","Biophony","N",2814,"R"
"s2lam154_231123_2023-11-26_15-00.WAV","Ramphastos toco",32.624,35.04,"Birds","Biophony","Y",2782,"R"
"s2lam154_231123_2023-11-25_05-40.WAV","sp4",57.55,58.65,"Birds","Biophony","N",2571,"R"
"s2lam150_231122_2023-11-27_10-30.WAV","Ramphastos toco",27.14666667,28.69866667,"Birds","Biophony","N",346,"R"
"s2lam116_231124_2023-11-28_19-00.WAV","Ramphastos toco",45.32266667,46.87466667,"Birds","Biophony","N",156,"R"
"s2lam154_231123_2023-11-23_09-10.WAV","Ramphastos toco",46.69333333,49.23733333,"Birds","Biophony","Y",3240,"R"
"s2lam154_231123_2023-11-24_08-10.WAV","Ramphastos toco",24.13866667,25.73333333,"Birds","Biophony","Y",2409,"R"
"s2lam154_231123_2023-11-26_06-10.WAV","Ramphastos toco",32.29333333,33.888,"Birds","Biophony","Y",2854,"R"
"s2lam154_231123_2023-11-25_06-00.WAV","Ramphastos toco",35.968,37.648,"Birds","Biophony","Y",2589,"R"
"s2lam150_231122_2023-11-29_05-10.WAV","Ramphastos toco",17.392,18.944,"Birds","Biophony","N",408,"R"
"s2lam154_231123_2023-11-27_09-50.WAV","Ramphastos toco",52.36266667,54.90666667,"Birds","Biophony","N",2927,"R"
"s2lam079_230829_2023-09-04_10-40.WAV","sp4",3.47,4.75,"Birds","Biophony","N",3254,"R"
"s2lam154_231123_2023-11-27_11-00.WAV","Ramphastos toco",22.66133333,25.20533333,"Birds","Biophony","Y",2945,"R"
"s2lam154_231123_2023-11-25_07-10.WAV","Ramphastos toco",35.73333333,38.14933333,"Birds","Biophony","Y",2595,"R"
"s2lam154_231123_2023-11-27_10-40.WAV","Ramphastos toco",44.82133333,47.36533333,"Birds","Biophony","Y",2935,"R"
"s2lam150_231122_2023-11-25_08-30.WAV","Ramphastos toco",27.22666667,28.77866667,"Birds","Biophony","N",296,"R"
"s2lam107_231103_2023-11-06_12-20.WAV","sp4",58.11,59.99,"Birds","Biophony","N",3356,"R"
"s2lam154_231123_2023-11-28_05-40.WAV","Ramphastos toco",8.170666667,10.58666667,"Birds","Biophony","Y",3034,"R"
"s2lam040_230818_2023-08-20_13-10.WAV","sp4",52.35,53.57,"Birds","Biophony","N",3274,"R"
"s2lam154_231123_2023-11-25_16-30.WAV","Ramphastos toco",45.48266667,47.16266667,"Birds","Biophony","Y",2812,"R"
"s2lam154_231123_2023-11-26_05-30.WAV","Ramphastos toco",43.28533333,44.96533333,"Birds","Biophony","Y",2775,"R"
"s2lam079_231117_2023-11-21_18-10.WAV","sp4",48.81,50.47,"Birds","Biophony","N",3387,"R"
"s2lam154_231123_2023-11-25_06-20.WAV","Ramphastos toco",36.10666667,37.70133333,"Birds","Biophony","Y",2484,"R"
"s2lam154_231123_2023-11-27_19-50.WAV","Ramphastos toco",43.22133333,44.77333333,"Birds","Biophony","N",3021,"R"
"s2lam154_231123_2023-11-24_18-20.WAV","Ramphastos toco",25.68,27.232,"Birds","Biophony","Y",2472,"R"
"s2lam154_231123_2023-11-25_17-30.WAV","Ramphastos toco",26.832,28.42666667,"Birds","Biophony","N",2526,"R"
"s2lam154_231123_2023-11-26_16-00.WAV","Ramphastos toco",1.189333333,2.741333333,"Birds","Biophony","N",2824,"R"
"s2lam154_231123_2023-11-25_09-20.WAV","Ramphastos toco",18.41066667,20.95466667,"Birds","Biophony","Y",2639,"R"
"s2lam150_231122_2023-11-25_21-00.WAV","Ramphastos toco",4.757333333,6.309333333,"Birds","Biophony","N",280,"R"
"s2lam154_231123_2023-11-23_16-20.WAV","Ramphastos toco",18.096,19.69066667,"Birds","Biophony","Y",3159,"R"
"s2lam154_231123_2023-11-25_20-00.WAV","Ramphastos toco",8.426666667,10.97066667,"Birds","Biophony","Y",2609,"R"
"s2lam154_231123_2023-11-28_08-30.WAV","Ramphastos toco",10.30933333,12.72533333,"Birds","Biophony","Y",3066,"R"
"s2lam150_231122_2023-11-23_07-40.WAV","Ramphastos toco",6.149333333,7.701333333,"Birds","Biophony","N",2308,"R"
"s2lam154_231123_2023-11-27_15-00.WAV","Ramphastos toco",55.904,57.49866667,"Birds","Biophony","Y",2993,"R"
"s2lam154_231123_2023-11-25_19-30.WAV","Ramphastos toco",3.957333333,5.552,"Birds","Biophony","Y",2833,"R"
"s2lam154_231123_2023-11-24_06-10.WAV","Ramphastos toco",24.51733333,26.19733333,"Birds","Biophony","Y",2531,"R"
"s2lam154_231123_2023-11-25_10-40.WAV","Ramphastos toco",4.906666667,6.501333333,"Birds","Biophony","Y",2582,"R"
"s2lam154_231123_2023-11-27_09-00.WAV","Ramphastos toco",5.328,7.744,"Birds","Biophony","Y",2905,"R"
"s2lam025_230815_2023-08-20_12-00.WAV","sp4",28.63,29.81,"Birds","Biophony","N",3247,"R"
"s2lam116_231124_2023-11-29_08-10.WAV","Ramphastos toco",38.81066667,40.36266667,"Birds","Biophony","N",2300,"R"
"s2lam150_231122_2023-11-22_19-00.WAV","Ramphastos toco",55.008,56.56,"Birds","Biophony","N",190,"R"
"s2lam135_231107_2023-11-12_13-20.WAV","sp4",36.75,39.73,"Birds","Biophony","N",3452,"R"
"s2lam154_231123_2023-11-25_11-30.WAV","Ramphastos toco",35.408,37.824,"Birds","Biophony","N",2731,"R"
"s2lam154_231123_2023-11-24_07-00.WAV","Ramphastos toco",52.68266667,55.09866667,"Birds","Biophony","Y",2372,"R"
"s2lam154_231123_2023-11-27_05-30.WAV","Ramphastos toco",47.63733333,49.18933333,"Birds","Biophony","N",2873,"R"
"s2lam074_230829_2023-08-31_12-30.WAV","sp4",57.73,59.03,"Birds","Biophony","N",3313,"R"
"s2lam154_231123_2023-11-26_10-00.WAV","Ramphastos toco",41.44533333,43.86133333,"Birds","Biophony","N",3143,"R"
"s2lam154_231123_2023-11-28_10-00.WAV","Ramphastos toco",49.59466667,52.13866667,"Birds","Biophony","N",3083,"R"
"s2lam079_231117_2023-11-21_18-20.WAV","sp4",24.13,25.43,"Birds","Biophony","N",3410,"R"
"s2lam154_231123_2023-11-23_07-30.WAV","Ramphastos toco",42.75733333,44.30933333,"Birds","Biophony","N",3222,"R"
"s2lam154_231123_2023-11-25_19-30.WAV","Ramphastos toco",4.176,5.856,"Birds","Biophony","Y",2834,"R"
"s2lam154_231123_2023-11-25_05-30.WAV","Ramphastos toco",30.688,32.24,"Birds","Biophony","N",2543,"R"
"s2lam150_231122_2023-11-26_20-10.WAV","Ramphastos toco",38.49066667,40.04266667,"Birds","Biophony","N",299,"R"
"s2lam150_231122_2023-11-25_14-30.WAV","Ramphastos toco",34.096,35.648,"Birds","Biophony","N",261,"R"
"s2lam154_231123_2023-11-23_21-10.WAV","Ramphastos toco",3.504,5.92,"Birds","Biophony","Y",2352,"R"
"s2lam074_230829_2023-08-31_10-40.WAV","sp4",51.33,52.65,"Birds","Biophony","N",3304,"R"
"s2lam154_231123_2023-11-27_08-40.WAV","Ramphastos toco",26.26666667,27.86133333,"Birds","Biophony","N",2903,"R"
"s2lam154_231123_2023-11-27_04-30.WAV","Ramphastos toco",44.12266667,46.66666667,"Birds","Biophony","N",2864,"R"
"s2lam154_231123_2023-11-24_05-00.WAV","Ramphastos toco",31.61066667,33.16266667,"Birds","Biophony","N",2521,"R"
"s2lam154_231123_2023-11-26_10-20.WAV","Ramphastos toco",30.34133333,32.02133333,"Birds","Biophony","N",2714,"R"
"s2lam079_230829_2023-09-04_10-40.WAV","sp4",0.01,1.21,"Birds","Biophony","N",3252,"R"
