"FileName","BAGI"
"s2lam049_230815_2023-08-21_06-20.WAV","I"
"s2lam049_230815_2023-08-20_06-30.WAV","I"
"s2lam049_230815_2023-08-18_09-40.WAV","I"
"s2lam052_230710_2023-07-14_07-40.WAV","I"
"s2lam052_230710_2023-07-14_11-30.WAV","I"
"s2lam052_230710_2023-07-14_07-50.WAV","I"
"s2lam052_230710_2023-07-13_13-00.WAV","I"
"s2lam052_230710_2023-07-13_11-10.WAV","I"
"s2lam052_230710_2023-07-13_10-40.WAV","I"
"s2lam052_230710_2023-07-12_11-40.WAV","I"
"s2lam052_230710_2023-07-11_09-10.WAV","I"
"s2lam052_230710_2023-07-10_11-30.WAV","I"
"s2lam054_230822_2023-08-22_16-10.WAV","I"
"s2lam054_230822_2023-08-23_08-00.WAV","I"
"s2lam054_230822_2023-08-23_08-10.WAV","I"
"s2lam054_230822_2023-08-23_11-00.WAV","I"
"s2lam054_230822_2023-08-24_06-50.WAV","I"
"s2lam054_230822_2023-08-24_07-10.WAV","I"
"s2lam054_230822_2023-08-24_07-00.WAV","I"
"s2lam054_230822_2023-08-24_10-30.WAV","I"
"s2lam054_230822_2023-08-24_06-40.WAV","I"
"s2lam060_230815_2023-08-15_16-10.WAV","I"
"s2lam060_230815_2023-08-16_10-20.WAV","I"
"s2lam060_230815_2023-08-19_08-40.WAV","I"
"s2lam060_230815_2023-08-21_08-10.WAV","I"
"s2lam110_230717_2023-07-24_08-50.WAV","I"
"s2lam110_230717_2023-07-24_08-30.WAV","I"
"s2lam110_230717_2023-07-24_08-20.WAV","I"
"s2lam110_230717_2023-07-24_08-00.WAV","I"
"s2lam110_230717_2023-07-24_07-40.WAV","I"
"s2lam110_230717_2023-07-23_10-50.WAV","I"
"s2lam113_230808_2023-08-14_07-30.WAV","I"
"s2lam113_230808_2023-08-14_07-20.WAV","I"
"s2lam155_230707_2023-07-12_16-20.WAV","I"
"s2lam157_230727_2023-08-02_08-10.WAV","I"
"s2lam003_230807_2023-08-07_11-30.WAV","A"
"s2lam003_230807_2023-08-07_12-40.WAV","A"
"s2lam002_230807_2023-08-12_10-20.WAV","A"
"s2lam003_230807_2023-08-14_10-40.WAV","A"
"s2lam003_230807_2023-08-14_09-50.WAV","A"
"s2lam003_230807_2023-08-14_07-20.WAV","A"
"s2lam003_230807_2023-08-14_07-00.WAV","A"
"s2lam003_230807_2023-08-14_07-40.WAV","A"
"s2lam003_230807_2023-08-13_15-50.WAV","A"
"s2lam003_230807_2023-08-13_14-10.WAV","A"
"s2lam003_230807_2023-08-13_14-00.WAV","A"
"s2lam003_230807_2023-08-13_07-50.WAV","A"
"s2lam016_230711_2023-07-15_07-30.WAV","A"
"s2lam016_230718_2023-07-22_08-30.WAV","A"
"s2lam016_230718_2023-07-22_07-30.WAV","A"
"s2lam016_230718_2023-07-22_06-50.WAV","A"
"s2lam016_230718_2023-07-21_08-30.WAV","A"
"s2lam016_230718_2023-07-20_16-30.WAV","A"
"s2lam016_230718_2023-07-20_08-00.WAV","A"
"s2lam016_230718_2023-07-20_04-10.WAV","A"
"s2lam016_230829_2023-09-06_07-40.WAV","A"
"s2lam016_230829_2023-09-06_07-00.WAV","A"
"s2lam016_230829_2023-09-05_15-50.WAV","A"
"s2lam016_230829_2023-09-05_15-20.WAV","A"
"s2lam016_230829_2023-09-04_15-40.WAV","A"
"s2lam016_230829_2023-09-04_14-20.WAV","A"
"s2lam016_230829_2023-09-04_15-20.WAV","A"
"s2lam016_230829_2023-09-02_16-40.WAV","A"
"s2lam016_230829_2023-09-01_08-00.WAV","A"
"s2lam016_230829_2023-08-30_06-40.WAV","A"
"s2lam017_230807_2023-08-14_07-10.WAV","A"
"s2lam017_230807_2023-08-12_14-20.WAV","A"
"s2lam017_230807_2023-08-12_08-10.WAV","A"
"s2lam017_230807_2023-08-10_13-40.WAV","A"
"s2lam017_230807_2023-08-10_13-20.WAV","A"
"s2lam017_230807_2023-08-09_16-50.WAV","A"
"s2lam017_230807_2023-08-09_15-40.WAV","A"
"s2lam017_230807_2023-08-08_07-10.WAV","A"
"s2lam017_230807_2023-08-09_15-50.WAV","A"
"s2lam026_230822_2023-08-22_14-40.WAV","A"
"s2lam026_230822_2023-08-26_13-30.WAV","A"
"s2lam026_230822_2023-08-26_15-40.WAV","A"
"s2lam026_230822_2023-08-26_11-20.WAV","A"
"s2lam026_230822_2023-08-25_07-00.WAV","A"
"s2lam026_230822_2023-08-24_15-50.WAV","A"
"s2lam026_230822_2023-08-24_11-00.WAV","A"
"s2lam026_230822_2023-08-23_04-20.WAV","A"
"s2lam029_230726_2023-08-01_14-50.WAV","A"
"s2lam029_230726_2023-08-01_06-50.WAV","A"
"s2lam029_230726_2023-07-29_12-30.WAV","A"
"s2lam029_230726_2023-07-27_08-00.WAV","A"
"s2lam032_230726_2023-08-02_09-20.WAV","A"
"s2lam032_230726_2023-08-01_16-40.WAV","A"
"s2lam032_230726_2023-08-01_15-00.WAV","A"
"s2lam032_230726_2023-08-01_14-20.WAV","A"
"s2lam032_230726_2023-08-01_12-50.WAV","A"
"s2lam032_230726_2023-08-01_11-40.WAV","A"
"s2lam032_230726_2023-08-01_11-10.WAV","A"
"s2lam032_230726_2023-08-01_07-30.WAV","A"
"s2lam032_230726_2023-07-31_11-00.WAV","A"
"s2lam032_230726_2023-07-31_09-30.WAV","A"
"s2lam032_230726_2023-07-31_09-40.WAV","A"
"s2lam032_230726_2023-07-30_04-40.WAV","A"
"s2lam032_230726_2023-07-29_16-20.WAV","A"
"s2lam038_230819_2023-08-24_07-50.WAV","A"
"s2lam038_230819_2023-08-24_08-00.WAV","A"
"s2lam038_230819_2023-08-22_15-00.WAV","A"
"s2lam038_230819_2023-08-22_09-20.WAV","A"
"s2lam038_230819_2023-08-22_16-00.WAV","A"
"s2lam038_230819_2023-08-20_14-50.WAV","A"
"s2lam038_230819_2023-08-19_10-00.WAV","A"
"s2lam038_230819_2023-08-19_10-40.WAV","A"
"s2lam040_230818_2023-08-21_07-00.WAV","A"
"s2lam040_230818_2023-08-21_14-20.WAV","A"
"s2lam040_230818_2023-08-20_07-30.WAV","A"
"s2lam040_230818_2023-08-19_13-00.WAV","A"
"s2lam047_230807_2023-08-15_11-20.WAV","A"
"s2lam047_230807_2023-08-15_10-50.WAV","A"
"s2lam047_230807_2023-08-15_11-10.WAV","A"
"s2lam047_230807_2023-08-15_10-40.WAV","A"
"s2lam047_230807_2023-08-15_08-50.WAV","A"
"s2lam047_230807_2023-08-15_07-20.WAV","A"
"s2lam047_230807_2023-08-15_07-00.WAV","A"
"s2lam047_230807_2023-08-15_07-10.WAV","A"
"s2lam047_230807_2023-08-14_16-40.WAV","A"
"s2lam047_230807_2023-08-14_15-30.WAV","A"
"s2lam047_230807_2023-08-14_07-00.WAV","A"
"s2lam049_230815_2023-08-23_06-00.WAV","A"
"s2lam049_230815_2023-08-23_05-20.WAV","A"
"s2lam049_230815_2023-08-22_14-30.WAV","A"
"s2lam049_230815_2023-08-22_12-10.WAV","A"
"s2lam049_230815_2023-08-21_13-40.WAV","A"
"s2lam049_230815_2023-08-21_06-20.WAV","A"
"s2lam049_230815_2023-08-20_06-30.WAV","A"
"s2lam049_230815_2023-08-18_09-40.WAV","A"
"s2lam052_230710_2023-07-14_07-40.WAV","A"
"s2lam052_230710_2023-07-14_11-30.WAV","A"
"s2lam052_230710_2023-07-14_07-50.WAV","A"
"s2lam052_230710_2023-07-13_13-00.WAV","A"
"s2lam052_230710_2023-07-13_11-10.WAV","A"
"s2lam052_230710_2023-07-13_10-40.WAV","A"
"s2lam052_230710_2023-07-12_11-40.WAV","A"
"s2lam052_230710_2023-07-11_09-10.WAV","A"
"s2lam054_230822_2023-08-22_16-10.WAV","A"
"s2lam054_230822_2023-08-23_08-00.WAV","A"
"s2lam054_230822_2023-08-23_08-10.WAV","A"
"s2lam054_230822_2023-08-23_11-00.WAV","A"
"s2lam054_230822_2023-08-24_06-50.WAV","A"
"s2lam054_230822_2023-08-24_07-10.WAV","A"
"s2lam054_230822_2023-08-24_07-00.WAV","A"
"s2lam054_230822_2023-08-24_10-30.WAV","A"
"s2lam054_230822_2023-08-24_06-40.WAV","A"
"s2lam060_230815_2023-08-15_16-10.WAV","A"
"s2lam060_230815_2023-08-16_10-20.WAV","A"
"s2lam060_230815_2023-08-19_08-40.WAV","A"
"s2lam060_230815_2023-08-21_08-10.WAV","A"
"s2lam110_230717_2023-07-24_08-50.WAV","A"
"s2lam110_230717_2023-07-24_08-30.WAV","A"
"s2lam110_230717_2023-07-24_08-20.WAV","A"
"s2lam110_230717_2023-07-24_08-00.WAV","A"
"s2lam110_230717_2023-07-24_07-40.WAV","A"
"s2lam110_230717_2023-07-23_10-50.WAV","A"
"s2lam113_230808_2023-08-14_07-30.WAV","A"
"s2lam113_230808_2023-08-14_07-20.WAV","A"
"s2lam113_230822_2023-08-26_09-00.WAV","A"
"s2lam155_230707_2023-07-12_16-20.WAV","A"
"s2lam157_230727_2023-08-02_08-10.WAV","A"
"s2lam001_230713_2023-07-18_10-30.WAV","G"
"s2lam001_230713_2023-07-14_21-20.WAV","G"
"s2lam003_230807_2023-08-07_11-30.WAV","G"
"s2lam003_230807_2023-08-07_12-40.WAV","G"
"s2lam002_230807_2023-08-11_11-00.WAV","G"
"s2lam002_230807_2023-08-11_10-40.WAV","G"
"s2lam002_230807_2023-08-11_12-20.WAV","G"
"s2lam002_230807_2023-08-11_05-40.WAV","G"
"s2lam002_230807_2023-08-11_14-00.WAV","G"
"s2lam002_230807_2023-08-11_04-20.WAV","G"
"s2lam002_230807_2023-08-11_15-40.WAV","G"
"s2lam002_230807_2023-08-14_12-40.WAV","G"
"s2lam002_230807_2023-08-09_06-40.WAV","G"
"s2lam002_230807_2023-08-09_06-00.WAV","G"
"s2lam002_230807_2023-08-09_06-20.WAV","G"
"s2lam002_230807_2023-08-08_07-50.WAV","G"
"s2lam003_230807_2023-08-14_10-40.WAV","G"
"s2lam003_230807_2023-08-14_09-50.WAV","G"
"s2lam003_230807_2023-08-14_07-20.WAV","G"
"s2lam003_230807_2023-08-14_07-00.WAV","G"
"s2lam003_230807_2023-08-14_07-40.WAV","G"
"s2lam003_230807_2023-08-13_15-50.WAV","G"
"s2lam003_230807_2023-08-13_14-10.WAV","G"
"s2lam003_230807_2023-08-13_14-00.WAV","G"
"s2lam003_230807_2023-08-13_07-50.WAV","G"
"s2lam003_230807_2023-08-11_15-00.WAV","G"
"s2lam016_230718_2023-07-22_08-30.WAV","G"
"s2lam016_230718_2023-07-22_07-30.WAV","G"
"s2lam016_230718_2023-07-22_06-50.WAV","G"
"s2lam016_230718_2023-07-21_08-30.WAV","G"
"s2lam016_230718_2023-07-20_16-30.WAV","G"
"s2lam016_230718_2023-07-20_08-00.WAV","G"
"s2lam016_230718_2023-07-20_04-10.WAV","G"
"s2lam016_230829_2023-09-06_07-20.WAV","G"
"s2lam016_230829_2023-09-06_06-30.WAV","G"
"s2lam016_230829_2023-09-06_06-20.WAV","G"
"s2lam016_230829_2023-09-06_06-10.WAV","G"
"s2lam016_230829_2023-09-06_05-30.WAV","G"
"s2lam016_230829_2023-09-06_05-20.WAV","G"
"s2lam016_230829_2023-09-06_05-10.WAV","G"
"s2lam016_230829_2023-09-06_05-00.WAV","G"
"s2lam016_230829_2023-09-06_04-50.WAV","G"
"s2lam016_230829_2023-09-05_16-40.WAV","G"
"s2lam016_230829_2023-09-05_16-30.WAV","G"
"s2lam016_230829_2023-09-05_16-20.WAV","G"
"s2lam016_230829_2023-09-05_16-10.WAV","G"
"s2lam016_230829_2023-09-05_16-00.WAV","G"
"s2lam016_230829_2023-09-05_15-50.WAV","G"
"s2lam016_230829_2023-09-05_15-40.WAV","G"
"s2lam016_230829_2023-09-05_15-30.WAV","G"
"s2lam016_230829_2023-09-05_15-20.WAV","G"
"s2lam016_230829_2023-09-05_15-00.WAV","G"
"s2lam016_230829_2023-09-05_14-50.WAV","G"
"s2lam016_230829_2023-09-05_14-40.WAV","G"
"s2lam016_230829_2023-09-05_14-30.WAV","G"
"s2lam016_230829_2023-09-05_14-20.WAV","G"
"s2lam016_230829_2023-09-05_14-10.WAV","G"
"s2lam016_230829_2023-09-05_14-00.WAV","G"
"s2lam016_230829_2023-09-05_13-50.WAV","G"
"s2lam016_230829_2023-09-05_15-10.WAV","G"
"s2lam016_230829_2023-09-05_08-20.WAV","G"
"s2lam016_230829_2023-09-05_08-10.WAV","G"
"s2lam016_230829_2023-09-05_07-50.WAV","G"
"s2lam016_230829_2023-09-05_07-40.WAV","G"
"s2lam016_230829_2023-09-04_16-50.WAV","G"
"s2lam016_230829_2023-09-04_16-20.WAV","G"
"s2lam016_230829_2023-09-04_16-10.WAV","G"
"s2lam016_230829_2023-09-04_15-50.WAV","G"
"s2lam016_230829_2023-09-04_16-30.WAV","G"
"s2lam016_230829_2023-09-04_16-00.WAV","G"
"s2lam016_230829_2023-09-04_14-30.WAV","G"
"s2lam016_230829_2023-09-04_15-40.WAV","G"
"s2lam016_230829_2023-09-04_15-30.WAV","G"
"s2lam016_230829_2023-09-04_14-20.WAV","G"
"s2lam016_230829_2023-09-04_14-10.WAV","G"
"s2lam016_230829_2023-09-04_13-50.WAV","G"
"s2lam016_230829_2023-09-04_15-20.WAV","G"
"s2lam016_230829_2023-09-04_14-40.WAV","G"
"s2lam016_230829_2023-09-04_13-30.WAV","G"
"s2lam016_230829_2023-09-04_13-40.WAV","G"
"s2lam016_230829_2023-09-04_13-20.WAV","G"
"s2lam016_230829_2023-09-04_09-40.WAV","G"
"s2lam016_230829_2023-09-04_07-20.WAV","G"
"s2lam016_230829_2023-09-04_13-10.WAV","G"
"s2lam016_230829_2023-09-04_14-00.WAV","G"
"s2lam016_230829_2023-09-04_06-30.WAV","G"
"s2lam016_230829_2023-09-04_06-00.WAV","G"
"s2lam016_230829_2023-09-04_10-20.WAV","G"
"s2lam016_230829_2023-09-04_06-20.WAV","G"
"s2lam016_230829_2023-09-04_06-40.WAV","G"
"s2lam016_230829_2023-09-04_06-10.WAV","G"
"s2lam016_230829_2023-09-03_15-30.WAV","G"
"s2lam016_230829_2023-09-03_14-40.WAV","G"
"s2lam016_230829_2023-09-03_13-50.WAV","G"
"s2lam016_230829_2023-09-03_12-30.WAV","G"
"s2lam016_230829_2023-09-03_14-00.WAV","G"
"s2lam016_230829_2023-09-03_08-10.WAV","G"
"s2lam016_230829_2023-09-03_13-40.WAV","G"
"s2lam016_230829_2023-09-03_08-00.WAV","G"
"s2lam016_230829_2023-09-03_07-40.WAV","G"
"s2lam016_230829_2023-09-03_07-50.WAV","G"
"s2lam016_230829_2023-09-03_07-30.WAV","G"
"s2lam016_230829_2023-09-03_14-20.WAV","G"
"s2lam016_230829_2023-09-03_14-30.WAV","G"
"s2lam016_230829_2023-09-03_14-10.WAV","G"
"s2lam016_230829_2023-09-03_13-30.WAV","G"
"s2lam016_230829_2023-09-03_13-20.WAV","G"
"s2lam016_230829_2023-09-03_07-20.WAV","G"
"s2lam016_230829_2023-09-03_08-20.WAV","G"
"s2lam016_230829_2023-09-03_06-50.WAV","G"
"s2lam016_230829_2023-09-02_07-50.WAV","G"
"s2lam016_230829_2023-09-02_07-30.WAV","G"
"s2lam016_230829_2023-09-02_08-20.WAV","G"
"s2lam016_230829_2023-09-02_08-10.WAV","G"
"s2lam016_230829_2023-09-02_07-40.WAV","G"
"s2lam016_230829_2023-09-01_15-00.WAV","G"
"s2lam016_230829_2023-09-01_14-30.WAV","G"
"s2lam016_230829_2023-09-01_15-10.WAV","G"
"s2lam016_230829_2023-09-01_14-20.WAV","G"
"s2lam016_230829_2023-09-01_14-50.WAV","G"
"s2lam016_230829_2023-09-01_13-50.WAV","G"
"s2lam016_230829_2023-09-01_13-40.WAV","G"
"s2lam016_230829_2023-09-01_14-00.WAV","G"
"s2lam016_230829_2023-09-01_14-40.WAV","G"
"s2lam016_230829_2023-09-01_14-10.WAV","G"
"s2lam016_230829_2023-09-01_09-00.WAV","G"
"s2lam016_230829_2023-09-01_08-30.WAV","G"
"s2lam016_230829_2023-09-01_08-20.WAV","G"
"s2lam016_230829_2023-09-01_08-40.WAV","G"
"s2lam016_230829_2023-09-01_07-50.WAV","G"
"s2lam016_230829_2023-09-01_08-00.WAV","G"
"s2lam016_230829_2023-09-01_08-10.WAV","G"
"s2lam016_230829_2023-09-01_07-30.WAV","G"
"s2lam016_230829_2023-09-01_08-50.WAV","G"
"s2lam016_230829_2023-09-01_07-40.WAV","G"
"s2lam016_230829_2023-08-31_14-50.WAV","G"
"s2lam016_230829_2023-08-31_14-40.WAV","G"
"s2lam016_230829_2023-08-31_14-30.WAV","G"
"s2lam016_230829_2023-08-31_14-20.WAV","G"
"s2lam016_230829_2023-08-31_14-00.WAV","G"
"s2lam016_230829_2023-08-31_13-50.WAV","G"
"s2lam016_230829_2023-08-31_13-40.WAV","G"
"s2lam016_230829_2023-08-31_13-30.WAV","G"
"s2lam016_230829_2023-08-31_13-20.WAV","G"
"s2lam016_230829_2023-08-31_14-10.WAV","G"
"s2lam016_230829_2023-08-31_12-20.WAV","G"
"s2lam016_230829_2023-08-31_12-30.WAV","G"
"s2lam016_230829_2023-08-31_12-10.WAV","G"
"s2lam016_230829_2023-08-31_12-00.WAV","G"
"s2lam016_230829_2023-08-31_11-50.WAV","G"
"s2lam016_230829_2023-08-31_11-40.WAV","G"
"s2lam016_230829_2023-08-31_11-30.WAV","G"
"s2lam016_230829_2023-08-31_11-20.WAV","G"
"s2lam016_230829_2023-08-31_11-10.WAV","G"
"s2lam016_230829_2023-08-31_11-00.WAV","G"
"s2lam016_230829_2023-08-31_08-20.WAV","G"
"s2lam016_230829_2023-08-31_08-10.WAV","G"
"s2lam016_230829_2023-08-31_07-50.WAV","G"
"s2lam016_230829_2023-08-31_07-40.WAV","G"
"s2lam016_230829_2023-08-31_07-30.WAV","G"
"s2lam016_230829_2023-08-31_07-20.WAV","G"
"s2lam016_230829_2023-08-31_07-10.WAV","G"
"s2lam016_230829_2023-08-31_08-00.WAV","G"
"s2lam016_230829_2023-08-31_07-00.WAV","G"
"s2lam016_230829_2023-08-30_17-00.WAV","G"
"s2lam016_230829_2023-08-30_16-30.WAV","G"
"s2lam016_230829_2023-08-30_16-10.WAV","G"
"s2lam016_230829_2023-08-30_16-00.WAV","G"
"s2lam016_230829_2023-08-30_07-40.WAV","G"
"s2lam016_230829_2023-08-30_07-50.WAV","G"
"s2lam016_230829_2023-08-30_06-40.WAV","G"
"s2lam016_230829_2023-08-30_07-30.WAV","G"
"s2lam016_230829_2023-08-30_06-20.WAV","G"
"s2lam016_230829_2023-08-30_06-30.WAV","G"
"s2lam016_230829_2023-08-29_23-10.WAV","G"
"s2lam016_230829_2023-08-29_16-20.WAV","G"
"s2lam016_230829_2023-08-29_16-00.WAV","G"
"s2lam016_230829_2023-08-29_15-40.WAV","G"
"s2lam016_230829_2023-08-29_15-50.WAV","G"
"s2lam016_230829_2023-08-29_14-20.WAV","G"
